employee_id,tasks_completed,average_task_quality,projects_led,client_satisfaction_score,hours_worked,deadline_met_score,innovation_score,efficiency_score,performance_rating
1632,23,9,2,58,39,9,5,5,Low
1633,51,6,3,67,44,8,4,6,Medium
1634,33,6,2,59,33,9,3,6,Low
1635,40,5,0,97,44,5,8,9,Low
1636,40,5,4,70,44,6,3,5,Low
1637,30,6,4,56,41,8,3,7,Medium
1638,25,5,2,75,42,5,5,5,Low
1639,28,9,1,62,30,7,1,6,Low
1640,56,6,0,87,31,7,8,5,Medium
1641,26,8,3,98,41,9,8,6,High
1642,48,5,0,75,39,6,9,6,Medium
1643,28,9,2,85,33,9,3,6,High
1644,44,5,1,74,34,9,9,8,Medium
1645,21,7,1,63,49,5,3,8,Low
1646,21,9,1,54,39,9,6,9,Medium
1647,26,7,3,56,47,6,8,5,High
1648,48,7,1,73,41,7,6,9,Medium
1649,53,5,3,50,43,7,5,8,Low
1650,40,7,3,64,40,8,8,7,High
1651,42,6,0,82,44,6,3,6,Low
1652,52,8,1,84,40,6,2,9,High
1653,28,5,0,80,31,6,7,5,Low
1654,24,8,0,70,32,5,9,7,Low
1655,28,8,0,69,40,6,1,8,Medium
1656,39,8,1,85,37,9,9,6,High
1657,59,5,2,99,30,8,3,6,High
1658,51,6,3,99,34,9,7,6,High
1659,45,8,3,95,39,5,3,8,High
1660,22,7,4,74,34,9,7,9,High
1661,42,5,2,83,33,7,5,6,Low
1662,29,5,3,75,32,7,2,9,Low
1663,51,7,2,98,45,8,6,8,High
1664,46,7,0,68,41,8,4,7,Low
1665,46,5,2,61,30,5,3,8,Low
1666,22,6,3,90,30,9,4,9,High
1667,32,7,3,53,42,6,3,9,Low
1668,46,7,1,99,32,6,3,9,High
1669,48,9,2,84,32,5,9,6,Medium
1670,21,6,2,83,45,5,8,5,Low
1671,45,5,1,66,39,7,3,6,Low
1672,36,6,4,87,48,9,3,7,Medium
1673,29,8,1,57,46,9,4,9,Medium
1674,33,9,1,80,40,5,9,7,Medium
1675,26,7,4,78,32,9,5,9,High
1676,55,9,1,56,40,6,8,9,Medium
1677,38,7,4,80,44,7,4,9,Medium
1678,33,8,4,99,31,5,2,5,High
1679,23,9,0,69,32,7,4,9,Medium
1680,25,8,1,88,44,6,5,9,High
1681,38,6,3,52,32,9,9,7,Medium
1682,34,8,1,95,41,8,7,9,High
1683,24,6,3,86,47,9,3,8,Medium
1684,43,9,3,61,34,6,2,8,Medium
1685,57,9,1,66,44,5,2,7,Low
1686,49,6,4,77,35,6,4,7,Medium
1687,53,6,1,70,36,7,2,9,Low
1688,32,6,4,80,32,7,9,8,High
1689,38,8,4,86,37,5,9,7,High
1690,42,7,3,82,43,8,6,5,High
1691,33,7,1,51,41,6,9,9,Low
1692,44,5,4,94,30,8,3,7,High
1693,48,7,4,56,32,5,7,8,High
1694,43,5,2,50,33,8,5,6,Low
1695,57,5,3,95,46,8,2,6,High
1696,56,6,3,74,37,9,1,5,Medium
1697,34,7,2,99,45,9,8,6,High
1698,41,7,3,93,33,5,6,7,Medium
1699,39,7,3,97,41,8,5,5,High
1700,22,9,2,86,37,5,5,8,Medium
1701,48,9,2,74,36,8,8,5,High
1702,46,9,3,87,43,7,2,6,High
1703,29,7,4,94,34,6,7,9,High
1704,20,7,3,79,41,5,9,9,High
1705,25,6,0,69,45,7,9,9,Low
1706,45,6,3,94,31,5,4,5,Medium
1707,34,8,1,78,42,8,8,5,Medium
1708,42,8,1,56,45,8,9,6,High
1709,43,7,2,72,48,6,7,9,Low
1710,57,5,1,77,42,8,3,7,Medium
1711,55,6,0,75,40,9,5,6,Medium
1712,46,9,3,69,30,8,5,8,High
1713,51,7,0,83,39,8,2,7,Medium
1714,55,8,3,93,46,5,3,6,High
1715,47,5,1,94,31,9,8,7,High
1716,39,6,0,81,34,5,8,8,Low
1717,58,9,2,51,37,8,7,7,High
1718,41,9,1,70,31,5,5,7,Medium
1719,26,5,2,89,36,5,4,5,Low
1720,31,7,3,56,40,7,8,6,High
1721,25,6,1,58,42,7,9,5,Low
1722,57,9,0,76,44,6,9,5,Medium
1723,43,7,2,50,42,9,8,6,Medium
1724,36,6,0,98,38,8,9,9,High
1725,29,5,1,70,32,6,3,5,Low
1726,39,5,3,71,35,7,9,5,Medium
1727,47,9,4,64,41,8,7,8,High
1728,50,8,1,88,40,8,1,5,High
1729,45,9,0,80,49,7,4,7,Medium
1730,33,7,3,50,36,6,2,9,Low
1731,46,9,2,73,40,7,4,6,High
1732,35,8,0,95,39,8,9,9,High
1733,20,6,4,58,36,5,7,8,Low
1734,29,8,4,58,34,5,3,6,Low
1735,42,5,0,78,38,7,9,9,Medium
1736,51,5,3,57,46,8,3,7,Medium
1737,54,6,0,62,32,9,2,6,Low
1738,25,8,0,69,45,5,7,7,Low
1739,45,5,2,55,30,8,2,9,Medium
1740,29,9,2,51,47,9,8,6,High
1741,31,5,3,54,36,6,7,6,Low
1742,48,5,1,98,34,9,2,5,Medium
1743,52,7,1,78,49,8,4,9,Medium
1744,37,6,0,54,32,7,6,7,Low
1745,49,8,2,75,43,5,4,7,Medium
1746,34,8,3,74,34,6,5,6,Medium
1747,55,8,3,72,49,5,3,5,Medium
1748,32,6,4,96,48,7,3,9,Medium
1749,38,6,1,67,43,7,5,7,Low
1750,34,5,0,81,41,8,4,6,Low
1751,41,7,3,93,36,7,7,9,High
1752,58,9,4,80,37,9,7,9,High
1753,28,9,1,53,33,5,8,7,Low
1754,47,6,2,94,40,7,6,7,High
1755,30,8,3,58,40,7,7,9,High
1756,44,5,4,54,44,5,7,7,Low
1757,53,8,3,57,40,6,8,5,High
1758,51,6,3,87,40,6,7,5,Medium
1759,27,9,2,57,32,8,2,5,Low
1760,40,7,4,86,41,8,6,8,High
1761,44,9,4,53,44,6,5,5,Medium
1762,52,7,1,60,39,7,5,9,Medium
1763,49,7,0,57,43,6,4,9,Medium
1764,54,7,4,62,47,6,4,9,Medium
1765,48,6,2,86,30,9,6,6,High
1766,44,9,1,63,42,9,2,8,Medium
1767,40,5,1,68,39,5,2,9,Low
1768,52,8,4,73,42,7,7,6,High
1769,36,9,1,62,33,7,2,9,Medium
1770,57,6,4,56,48,6,2,7,Medium
1771,59,8,4,94,42,6,2,6,High
1772,44,7,3,67,46,8,9,8,High
1773,47,6,1,81,45,6,9,8,Medium
1774,37,8,4,55,47,6,6,9,High
1775,53,8,1,79,38,6,4,7,High
1776,28,8,2,82,31,6,7,9,Medium
1777,32,7,3,67,31,7,5,6,Low
1778,56,5,1,87,42,6,5,9,Medium
1779,28,6,1,84,38,8,9,6,Medium
1780,54,6,0,52,35,5,1,7,Low
1781,44,6,3,58,47,6,9,8,Medium
1782,30,9,2,69,44,5,4,5,Low
1783,58,6,4,55,31,8,9,5,High
1784,42,9,0,68,47,9,4,5,High
1785,44,5,0,77,35,9,4,6,Low
1786,58,7,4,98,48,7,8,5,High
1787,24,7,4,87,32,8,3,6,High
1788,20,9,1,88,33,9,9,9,High
1789,53,5,2,89,45,5,6,5,Low
1790,23,6,0,76,34,8,1,8,Low
1791,50,6,3,56,46,7,5,5,Medium
1792,35,5,2,95,37,9,9,8,High
1793,55,5,2,79,42,5,1,8,Low
1794,22,8,2,56,35,6,1,5,Low
1795,55,8,2,91,36,5,2,7,High
1796,44,5,0,72,42,6,1,7,Low
1797,57,7,2,53,34,5,4,9,Low
1798,25,8,3,77,38,8,3,5,High
1799,33,7,1,73,32,7,7,8,Medium
1800,28,6,3,91,44,7,7,9,High
1801,44,5,0,83,40,7,9,5,Medium
1802,30,9,1,99,30,5,2,9,Medium
1803,56,7,2,92,46,8,3,9,High
1804,32,6,0,93,47,9,8,6,Medium
1805,26,5,0,60,39,8,8,5,Low
1806,49,8,0,91,32,6,4,7,Medium
1807,52,8,4,57,48,5,6,6,Medium
1808,26,8,3,69,44,9,6,5,Medium
1809,50,8,2,56,33,9,9,5,High
1810,25,5,2,69,36,9,1,8,Low
1811,58,8,0,85,43,8,9,7,High
1812,49,5,0,73,32,9,3,9,Low
1813,57,8,3,69,43,6,6,6,High
1814,26,6,3,63,38,5,3,6,Low
1815,20,8,1,56,48,9,6,9,Medium
1816,49,7,0,57,43,7,9,7,Low
1817,38,7,1,67,37,5,4,6,Low
1818,42,8,3,76,32,8,8,6,High
1819,29,9,4,74,32,7,5,9,High
1820,46,5,1,68,45,9,8,6,Medium
1821,33,8,3,74,39,9,3,6,High
1822,45,6,3,62,30,8,7,7,High
1823,43,5,2,88,37,8,7,8,High
1824,39,7,2,59,46,5,5,9,Low
1825,28,5,3,59,45,7,2,5,Low
1826,57,5,3,83,37,5,2,9,Medium
1827,47,5,0,64,41,7,3,8,Low
1828,50,8,4,72,48,7,4,5,High
1829,38,9,2,77,43,6,3,6,Medium
1830,26,6,4,94,40,5,2,9,Medium
1831,33,7,1,64,44,8,5,8,Low
1832,50,8,4,55,39,5,4,7,Medium
1833,37,5,4,76,45,5,5,6,Low
1834,54,6,1,82,31,8,8,6,Medium
1835,35,5,2,56,46,6,4,9,Low
1836,59,8,3,75,33,8,5,8,High
1837,51,8,1,67,35,9,8,8,High
1838,21,6,1,82,38,8,5,5,Low
1839,52,8,4,97,46,7,9,7,High
1840,45,9,1,80,38,5,2,7,Medium
1841,39,5,2,54,44,7,7,6,Low
1842,49,9,2,87,35,8,5,5,High
1843,32,6,1,72,47,7,7,9,Low
1844,41,5,4,60,30,7,9,7,Medium
1845,43,9,0,52,33,6,6,7,Low
1846,21,7,1,97,31,6,5,9,Medium
1847,47,5,4,87,33,8,4,9,High
1848,28,5,4,86,48,8,2,5,High
1849,42,6,1,62,33,5,2,9,Low
1850,37,9,3,73,49,6,2,8,Medium
1851,51,9,3,95,35,6,5,7,High
1852,25,7,3,84,32,5,2,7,Low
1853,56,9,1,58,37,9,4,8,High
1854,53,5,0,56,46,8,8,8,Medium
1855,33,7,4,99,47,7,3,6,High
1856,33,8,0,99,34,6,7,6,Medium
1857,56,5,0,54,41,9,9,6,Low
1858,50,9,0,59,42,6,2,8,Medium
1859,39,7,1,70,47,7,1,9,Low
1860,39,7,3,63,48,8,6,6,Medium
1861,52,5,2,78,33,9,2,5,Medium
1862,26,8,4,92,34,6,8,9,High
1863,27,7,2,74,46,6,3,9,Medium
1864,50,5,3,51,47,7,3,6,Low
1865,52,8,2,57,47,9,8,8,High
1866,43,8,4,71,37,9,6,6,High
1867,40,9,3,91,45,8,1,8,High
1868,36,5,0,55,31,7,7,9,Low
1869,40,7,3,94,44,8,4,5,High
1870,23,6,0,81,33,6,3,6,Low
1871,57,5,3,56,45,7,6,9,Medium
1872,44,9,2,63,30,8,1,8,Medium
1873,44,8,4,78,30,8,4,6,High
1874,58,6,2,90,36,5,3,8,Medium
1875,55,6,3,82,38,9,5,9,High
1876,50,7,0,91,44,8,6,6,High
1877,27,7,0,87,43,9,5,9,Medium
1878,48,6,4,88,40,8,9,8,High
1879,42,8,0,64,37,8,8,6,Medium
1880,56,5,2,99,41,8,8,8,High
1881,26,7,3,56,43,7,4,9,Medium
1882,58,8,4,87,47,9,6,6,High
1883,31,9,2,86,38,9,5,6,High
1884,27,8,2,66,37,9,1,8,Medium
1885,32,5,0,78,31,5,6,6,Low
1886,43,7,2,50,39,5,4,7,Low
1887,57,7,3,51,49,5,2,8,Medium
1888,54,8,2,52,43,7,9,5,Medium
1889,45,5,1,66,30,7,7,9,Low
1890,38,5,4,83,46,6,2,5,Medium
1891,27,9,2,85,38,7,8,8,High
1892,52,7,0,56,47,9,1,5,Low
1893,38,7,1,75,38,7,3,8,Medium
1894,47,8,2,89,39,8,6,5,High
1895,42,9,2,63,43,6,7,9,High
1896,35,5,4,64,38,9,8,8,High
1897,45,8,1,50,30,8,6,8,Medium
1898,49,7,3,60,36,7,6,7,Medium
1899,46,8,2,95,32,5,6,5,High
1900,21,5,0,78,41,8,6,7,Low
1901,56,6,2,87,43,5,9,8,High
1902,22,7,0,63,30,5,1,7,Low
1903,26,9,4,73,31,8,9,5,High
1904,23,5,1,53,49,9,6,7,Low
1905,49,5,1,66,46,5,1,9,Low
1906,25,9,3,56,40,5,7,8,High
1907,38,8,0,62,43,5,7,5,Low
1908,47,8,2,85,34,7,2,8,High
1909,53,6,3,92,38,6,4,5,High
1910,59,7,2,86,38,7,4,7,High
1911,39,6,1,73,40,6,4,8,Low
1912,47,8,2,93,43,8,2,8,High
1913,33,9,0,95,37,6,1,7,Medium
1914,38,5,4,77,40,5,9,8,Medium
1915,30,5,3,55,44,5,1,6,Low
1916,41,9,3,72,37,6,9,6,High
1917,39,5,3,88,42,7,7,9,High
1918,52,7,3,73,43,9,3,9,High
1919,28,7,1,86,35,5,2,7,Low
1920,45,8,3,69,34,5,7,9,High
1921,39,8,0,83,49,5,8,7,Medium
1922,28,6,3,81,43,6,5,9,Low
1923,33,5,1,89,44,6,9,6,Low
1924,22,5,3,97,43,7,8,5,Medium
1925,41,7,1,57,31,6,5,8,Low
1926,46,7,4,54,46,7,6,8,Medium
1927,26,9,3,54,42,6,1,7,Low
1928,46,8,4,62,39,9,2,5,High
1929,35,9,2,84,40,7,4,9,High
1930,25,9,2,61,30,8,5,8,Medium
1931,28,6,4,58,33,5,4,8,Low
1932,37,6,0,82,30,5,2,9,Low
1933,52,5,1,76,43,5,9,6,Low
1934,46,5,3,56,46,5,6,7,Low
1935,50,7,0,76,43,5,2,7,Low
1936,36,5,0,56,38,7,5,9,Low
1937,31,9,2,94,37,7,9,8,High
1938,20,9,0,88,42,8,8,5,High
1939,58,7,0,59,45,6,2,5,Low
1940,59,9,3,53,35,8,8,8,High
1941,53,9,4,60,43,5,6,9,High
1942,47,5,3,54,41,9,1,6,Medium
1943,27,9,1,96,35,7,7,8,High
1944,28,9,0,67,38,9,1,7,Medium
1945,26,7,0,97,37,7,7,5,Medium
1946,38,9,4,86,47,5,4,5,Medium
1947,20,6,3,68,40,7,6,6,Low
1948,22,5,1,82,45,8,5,7,Low
1949,54,7,0,76,45,6,8,8,Medium
1950,57,9,3,61,35,7,1,6,High
1951,26,5,4,51,34,7,6,8,Low
1952,31,8,1,65,37,8,9,7,Medium
1953,48,8,3,71,40,9,7,6,High
1954,58,9,1,59,46,7,8,9,High
1955,37,7,2,94,47,6,4,8,Medium
1956,54,6,0,71,36,7,2,9,Medium
1957,49,9,2,92,34,5,6,5,High
1958,54,7,1,71,34,8,6,7,High
1959,59,5,1,73,33,6,8,7,Medium
1960,56,9,0,59,42,5,1,8,Low
1961,34,7,2,80,45,6,4,5,Medium
1962,38,7,2,94,39,9,9,8,High
1963,24,8,2,99,45,6,7,7,High
1964,52,9,0,86,30,9,6,5,High
1965,53,5,0,64,30,8,9,9,Medium
1966,40,6,2,99,33,9,4,5,High
1967,20,6,3,77,43,9,4,8,Medium
1968,56,7,2,88,47,5,9,8,High
1969,38,7,4,83,42,7,9,7,High
1970,35,5,2,95,43,7,6,5,Low
1971,21,7,1,98,40,9,7,8,High
1972,25,6,4,57,35,6,9,9,Low
1973,32,5,4,77,45,5,6,7,Low
1974,38,6,3,81,35,7,5,7,Medium
1975,23,9,4,87,49,7,8,7,High
1976,36,6,1,62,36,6,2,5,Low
1977,28,9,0,67,45,7,8,9,Medium
1978,45,8,2,92,45,7,7,8,Medium
1979,31,5,0,94,37,5,7,9,Low
1980,20,8,4,60,31,8,5,7,High
1981,47,5,1,52,49,7,4,9,Low
1982,43,9,4,62,36,7,9,8,High
1983,23,6,2,56,34,5,2,8,Low
1984,47,6,3,59,41,7,1,9,Low
1985,45,9,0,92,39,5,2,5,Medium
1986,57,5,0,70,34,6,5,6,Low
1987,29,8,0,66,41,7,8,6,Medium
1988,43,6,2,86,34,6,1,7,Medium
1989,51,6,3,74,39,8,9,9,High
1990,58,5,1,90,41,7,8,5,Medium
1991,49,7,4,65,42,9,6,6,High
1992,23,6,2,85,47,8,1,7,Low
1993,38,6,2,93,40,7,7,6,Medium
1994,43,6,1,55,33,5,1,7,Low
1995,30,6,4,60,37,8,8,5,Low
1996,48,7,4,59,47,5,9,9,High
1997,36,5,4,71,35,8,1,5,Medium
1998,23,8,2,74,34,7,1,7,Medium
1999,30,9,4,74,39,7,5,6,High
2000,31,6,0,99,45,7,7,5,Medium
2001,38,8,4,60,49,5,4,9,High
2002,35,7,4,61,36,8,5,7,High
2003,20,6,0,80,39,8,7,9,Low
2004,21,9,0,87,31,7,7,7,Medium
2005,50,6,2,76,47,6,3,5,Medium
2006,22,5,1,69,31,7,1,5,Low
2007,22,6,2,98,46,7,2,6,Medium
2008,39,9,1,83,36,9,2,7,High
2009,56,9,4,98,36,5,2,6,High
2010,41,7,3,88,36,8,5,7,High
2011,59,5,3,87,45,5,2,8,Medium
2012,25,6,3,85,36,5,5,5,Low
2013,24,5,1,90,40,7,8,7,Medium
2014,21,8,3,90,35,9,5,6,High
2015,22,9,3,59,39,5,3,8,Medium
2016,34,7,1,61,39,8,3,7,Low
2017,27,9,1,88,34,9,3,7,High
2018,40,6,0,51,48,6,2,9,Low
2019,49,8,2,53,31,5,9,5,Low
2020,38,6,0,72,34,8,9,9,Medium
2021,34,9,2,78,37,6,1,6,Medium
2022,25,8,0,51,47,5,4,9,Low
2023,31,8,0,65,37,6,9,8,Low
2024,30,8,1,88,33,6,1,6,Medium
2025,24,5,2,97,38,6,5,9,Medium
2026,57,8,4,77,43,5,6,8,High
2027,28,7,4,74,41,5,7,5,High
2028,28,7,4,94,35,8,9,5,High
2029,51,7,4,51,46,5,8,6,High
2030,33,9,1,58,37,9,3,6,Medium
2031,23,8,2,50,31,9,7,7,Medium
2032,46,8,4,60,36,8,8,7,High
2033,34,9,1,86,49,6,3,8,Medium
2034,45,8,2,90,40,7,7,5,High
2035,23,7,4,91,44,5,3,5,Low
2036,54,9,2,97,31,9,1,7,High
2037,59,7,0,63,40,5,4,8,Low
2038,52,8,3,76,35,5,4,9,Medium
2039,54,7,1,60,38,6,7,5,Low
2040,42,5,2,63,45,6,2,5,Low
2041,55,8,0,99,42,7,4,9,High
2042,27,7,2,90,38,5,7,9,Medium
2043,43,5,1,76,48,9,2,8,Medium
2044,35,8,3,51,46,8,2,8,Medium
2045,49,6,2,80,31,7,1,9,Medium
2046,28,5,0,89,33,9,3,8,Medium
2047,46,9,3,76,49,9,9,6,High
2048,57,8,1,82,45,7,4,5,Medium
2049,38,6,1,62,38,8,1,7,Low
2050,40,7,3,84,30,9,2,6,High
2051,37,5,0,88,35,9,1,8,Low
2052,29,7,3,77,37,5,3,6,Low
2053,46,8,3,78,34,9,9,5,High
2054,21,5,3,96,37,6,2,8,Low
2055,28,9,1,84,37,8,6,8,High
2056,37,5,3,74,47,5,4,9,Low
2057,27,9,1,67,40,6,2,9,Low
2058,24,7,1,92,49,9,8,8,High
2059,50,6,0,58,42,9,4,6,Low
2060,22,9,1,98,37,5,8,9,Medium
2061,26,5,0,79,32,6,5,7,Low
2062,21,8,4,75,36,8,3,8,Medium
2063,54,5,0,79,32,6,6,8,Medium
2064,49,5,0,69,36,5,6,7,Low
2065,43,9,4,68,49,7,9,5,High
2066,32,8,3,65,30,9,8,6,High
2067,38,7,2,69,43,6,4,9,Low
2068,28,6,4,61,31,6,2,5,Low
2069,28,7,3,87,40,8,9,9,High
2070,51,8,1,55,36,6,6,6,Medium
2071,49,6,3,70,43,5,8,8,Medium
2072,45,5,4,53,44,7,8,8,Medium
2073,23,6,3,50,33,6,8,8,Low
2074,27,5,1,86,33,8,2,9,Low
2075,29,6,4,52,35,7,4,7,Low
2076,34,9,1,81,45,5,7,6,Medium
2077,44,7,4,63,31,7,2,5,Low
2078,59,5,0,62,38,8,6,6,Low
2079,27,8,0,66,33,5,6,8,Low
2080,44,9,3,88,47,6,9,9,High
2081,52,9,3,71,35,8,6,8,High
2082,21,5,4,96,49,9,9,9,High
2083,33,5,4,72,33,6,7,7,Low
2084,20,8,0,55,42,6,5,6,Low
2085,39,9,3,51,36,5,4,8,Medium
2086,23,5,2,98,47,9,5,6,Medium
2087,28,8,2,75,36,7,5,8,High
2088,31,6,3,64,41,7,3,9,Low
2089,48,5,4,85,45,7,8,9,High
2090,29,5,0,69,30,9,5,6,Low
2091,23,9,0,90,34,6,2,8,Medium
2092,27,8,4,99,36,8,2,7,High
2093,22,5,3,78,41,5,3,6,Low
2094,49,7,4,86,38,6,6,7,High
2095,42,6,1,90,34,6,5,6,Medium
2096,21,9,3,58,39,6,3,5,Low
2097,25,6,3,71,30,9,7,5,Medium
2098,31,8,1,67,44,7,5,7,Low
2099,51,5,2,86,43,8,4,5,Medium
2100,39,9,0,59,39,9,2,9,Medium
2101,58,7,3,85,41,9,9,6,High
2102,41,6,0,98,35,8,5,7,Low
2103,52,9,0,82,43,9,3,6,High
2104,32,6,3,55,41,5,5,6,Low
2105,31,9,4,79,43,5,5,6,High
2106,33,6,2,70,41,8,4,6,Low
2107,47,7,3,51,46,6,6,6,Medium
2108,58,9,3,72,34,6,6,8,High
2109,26,6,4,77,38,8,7,8,Medium
2110,24,5,0,62,31,8,8,8,Low
2111,52,8,1,93,41,9,2,8,High
2112,57,7,4,86,34,7,2,6,High
2113,26,7,2,67,40,7,9,8,Medium
2114,32,9,3,79,41,9,9,5,High
2115,34,7,4,74,30,9,3,6,High
2116,35,7,1,63,31,6,3,5,Low
2117,25,6,4,51,41,5,9,9,Medium
2118,24,6,1,61,32,7,1,7,Low
2119,54,8,0,63,30,6,9,6,Medium
2120,26,9,4,52,43,7,3,8,High
2121,51,6,2,89,36,5,4,5,Medium
2122,49,9,0,85,36,9,5,7,High
2123,49,9,1,69,44,7,9,5,High
2124,31,9,3,95,40,7,4,7,High
2125,33,9,4,62,38,6,1,6,High
2126,26,9,1,86,49,5,3,9,Low
2127,46,8,3,60,38,5,7,9,High
2128,50,8,4,74,46,8,3,9,High
2129,39,9,0,63,30,5,6,9,Low
2130,53,7,1,79,35,8,6,7,High
2131,34,9,0,56,40,9,8,5,Medium
2132,54,5,0,91,45,8,7,9,Medium
2133,57,9,1,91,40,6,8,5,High
2134,28,9,0,56,39,5,9,8,Low
2135,43,8,3,50,43,6,1,6,Low
2136,50,9,1,58,39,9,6,6,High
2137,54,5,0,85,33,7,9,7,Medium
2138,53,8,4,59,44,8,1,7,Medium
2139,45,5,0,90,31,5,5,8,Low
2140,57,6,1,91,44,5,2,9,Medium
2141,53,9,0,73,30,5,5,7,Medium
2142,36,5,1,71,37,5,5,6,Low
2143,50,7,0,82,46,8,5,9,Medium
2144,42,7,3,51,33,5,9,8,High
2145,41,5,3,96,33,9,2,9,High
2146,51,5,2,87,41,7,9,7,Medium
2147,47,5,4,89,36,9,5,6,High
2148,54,5,0,94,34,6,6,6,Low
2149,57,5,0,83,48,6,8,6,Medium
2150,26,8,4,99,38,5,8,8,High
2151,23,9,2,95,31,5,2,5,Low
2152,58,7,1,82,41,7,2,7,Low
2153,21,8,0,65,44,7,9,6,Low
2154,33,5,3,50,40,8,1,7,Low
2155,26,8,0,65,39,7,9,7,Medium
2156,28,5,0,75,32,7,6,6,Low
2157,33,8,4,63,47,7,5,5,Medium
2158,43,6,0,55,44,9,8,8,Medium
2159,30,6,0,62,49,6,3,9,Low
2160,33,6,1,71,40,6,1,9,Low
2161,32,5,4,99,32,9,9,8,Medium
2162,58,6,2,74,38,7,4,8,High
2163,47,9,4,73,32,5,6,5,Medium
2164,52,6,2,58,33,9,3,6,Low
2165,27,8,4,54,46,6,9,7,High
2166,46,8,3,75,45,5,7,5,High
2167,20,9,2,76,33,5,5,6,Medium
2168,49,8,2,85,47,9,5,8,High
2169,21,5,1,76,49,9,1,8,Low
2170,38,9,2,63,48,6,9,5,High
2171,50,9,1,87,40,7,2,7,High
2172,51,7,3,94,43,8,5,5,High
2173,52,6,3,64,47,7,1,5,Low
2174,36,6,0,58,37,8,6,8,Low
2175,50,8,1,57,42,7,9,7,Medium
2176,42,9,4,99,45,6,8,6,High
2177,35,5,0,57,39,5,5,6,Low
2178,55,9,1,87,42,6,7,8,High
2179,43,8,1,99,33,8,3,7,High
2180,22,9,4,65,33,6,6,5,Medium
2181,44,5,1,91,43,6,8,9,Medium
2182,42,8,3,85,37,8,8,5,High
2183,32,8,3,97,33,7,6,8,High
2184,51,6,0,78,46,5,3,9,Low
2185,51,9,1,92,42,8,7,8,High
2186,58,5,0,98,45,8,9,9,High
2187,32,7,1,90,30,7,7,5,Medium
2188,54,9,2,73,32,8,4,5,High
2189,25,9,0,76,48,8,1,8,Medium
2190,28,9,3,51,42,9,3,6,Medium
2191,45,6,1,88,39,9,5,6,Medium
2192,40,5,1,87,44,6,3,9,Low
2193,25,9,2,86,39,6,3,7,Medium
2194,33,9,4,84,34,7,3,5,High
2195,31,9,3,84,37,8,2,8,High
2196,34,7,3,51,33,5,3,7,Low
2197,28,5,1,72,46,5,9,7,Low
2198,32,9,3,53,49,7,4,8,Medium
2199,24,5,2,80,45,8,6,5,Low
2200,33,9,0,62,30,8,1,6,Medium
2201,57,8,0,72,35,9,1,7,High
2202,36,6,2,93,44,9,5,5,Medium
2203,46,5,1,68,43,7,1,5,Low
2204,57,8,0,69,42,6,6,7,Medium
2205,57,9,3,50,40,9,9,5,High
2206,33,9,0,94,49,6,7,9,High
2207,48,6,3,86,34,8,2,8,Medium
2208,47,5,2,92,42,7,4,7,Medium
2209,49,5,2,80,49,9,1,6,Low
2210,32,6,3,66,33,9,3,6,Medium
2211,25,8,0,69,45,9,7,5,Low
2212,44,8,4,87,44,8,8,8,High
2213,29,5,0,80,39,8,1,9,Low
2214,55,8,0,90,31,9,2,8,High
2215,41,9,4,86,34,8,5,5,High
2216,50,8,2,59,31,9,7,7,High
2217,56,8,2,58,37,9,9,9,High
2218,48,8,2,87,42,8,8,7,High
2219,26,5,3,62,35,8,6,7,Low
2220,28,5,1,70,44,6,1,9,Low
2221,53,6,1,67,44,9,5,9,Medium
2222,37,6,1,95,43,8,1,8,Medium
2223,32,8,0,50,44,8,1,9,Low
2224,34,9,3,84,33,8,5,6,High
2225,53,8,2,60,41,5,6,7,Medium
2226,24,9,3,99,49,8,6,5,High
2227,45,8,4,64,44,9,6,6,High
2228,59,7,1,97,39,5,4,7,High
2229,43,6,3,95,49,9,7,7,High
2230,37,9,0,63,34,6,8,7,High
2231,35,5,3,55,39,9,6,5,Low
2232,49,6,2,94,30,9,9,7,High
2233,32,8,3,56,41,6,3,8,Low
2234,35,9,1,85,36,5,6,7,High
2235,23,6,3,61,48,9,4,6,Low
2236,51,6,2,68,48,6,1,6,Medium
2237,47,9,2,72,47,8,6,6,High
2238,22,6,0,86,45,8,8,5,Low
2239,28,8,4,93,49,6,4,8,High
2240,27,6,1,72,37,8,6,7,Medium
2241,49,5,0,87,32,8,3,8,Low
2242,31,7,2,92,30,6,7,6,Medium
2243,58,9,0,56,48,6,3,9,Medium
2244,52,6,2,94,34,7,5,9,Medium
2245,21,7,4,92,35,7,4,8,Medium
2246,45,9,3,94,44,8,4,5,High
2247,58,9,2,92,40,6,2,6,High
2248,38,8,0,94,44,9,1,7,High
2249,56,6,4,73,34,5,2,6,Medium
2250,57,6,0,95,41,9,9,9,High
2251,26,9,1,74,40,9,3,6,High
2252,48,6,1,59,43,5,6,7,Low
2253,59,8,3,62,32,8,2,8,Medium
2254,48,7,3,97,40,9,4,9,High
2255,30,9,4,55,44,9,7,5,High
2256,43,7,2,55,31,6,1,6,Low
2257,58,5,0,82,45,7,6,5,Medium
2258,26,8,3,71,44,8,3,7,Medium
2259,36,5,0,80,37,7,2,6,Low
2260,52,5,2,94,42,5,7,8,Medium
2261,45,7,3,84,38,8,3,8,High
2262,26,9,1,71,33,8,1,5,Medium
2263,58,7,2,85,49,6,5,7,High
2264,48,6,3,51,31,5,1,7,Low
2265,26,6,4,55,32,9,3,7,Medium
