employee_id,speech_sentiment_score,speech_energy_level,speech_clarity_score,tone_consistency_score,speaking_speed,pause_frequency,pitch_variation,volume_stability_score,performance_rating
1567,-0.52,9,8,8,98,2,6,4,High
1568,-0.12,5,5,4,132,1,4,9,High
1569,0.81,8,9,1,114,1,1,4,Low
1570,0.8,6,7,8,107,9,6,7,Medium
1571,-0.49,6,6,9,125,5,8,6,High
1572,0.24,4,7,3,126,5,3,7,High
1573,0.7,8,7,4,125,9,2,5,High
1574,0.06,7,5,8,89,6,4,7,Medium
1575,0.19,6,7,5,134,4,1,4,Low
1576,0.86,8,6,5,141,0,7,7,High
1577,-1.0,9,6,7,117,7,2,6,Medium
1578,0.33,3,8,3,122,3,5,3,High
1579,-0.47,8,9,6,102,6,6,6,Medium
1580,0.33,7,8,5,99,3,1,4,High
1581,0.29,7,9,2,87,4,9,6,High
1582,0.48,3,7,4,94,1,3,6,Medium
1583,-0.05,3,6,9,80,6,4,2,Medium
1584,-0.26,9,7,8,82,0,5,3,High
1585,-0.24,3,8,1,143,4,5,4,Low
1586,0.98,5,5,7,155,1,4,5,Low
1587,0.42,7,5,4,138,4,4,3,Medium
1588,0.47,6,6,6,91,6,9,9,Medium
1589,-0.09,8,7,1,149,1,2,9,Medium
1590,-0.87,3,6,5,143,7,2,6,High
1591,-0.24,3,5,5,98,1,8,7,Medium
1592,0.71,4,8,1,152,0,7,5,High
1593,0.2,8,8,1,109,0,1,5,Low
1594,0.45,5,6,4,159,1,9,6,High
1595,0.63,7,8,3,129,4,9,3,Medium
1596,0.03,9,8,6,137,3,9,8,High
1597,0.73,8,8,8,147,4,2,7,Medium
1598,0.83,7,8,3,136,0,9,7,Medium
1599,-0.13,5,8,1,120,2,2,6,Medium
1600,-0.65,7,5,7,85,2,5,6,Medium
1601,-0.76,5,9,7,85,4,1,1,High
1602,-0.79,5,9,4,105,7,2,9,Medium
1603,-0.33,6,6,7,83,5,3,8,High
1604,0.25,8,9,6,102,2,7,7,High
1605,0.01,7,8,1,114,3,8,6,High
1606,0.61,6,7,5,135,1,7,8,Low
1607,0.3,5,6,4,153,9,3,7,Medium
1608,-0.72,8,9,2,136,0,9,2,Low
1609,0.01,6,9,2,98,5,6,5,Medium
1610,0.4,8,6,2,97,8,2,2,Medium
1611,0.63,7,7,1,134,5,9,9,Medium
1612,0.75,8,5,4,110,8,6,9,Low
1613,0.23,3,6,7,90,4,1,2,Medium
1614,0.64,4,9,7,111,5,2,1,Low
1615,0.56,8,8,4,137,5,3,8,High
1616,-0.65,3,7,9,138,6,4,5,Low
1617,-0.38,6,8,6,127,4,3,4,Medium
1618,0.56,8,9,5,106,1,9,5,Medium
1619,-0.31,6,6,1,131,1,9,8,High
1620,0.37,5,9,8,157,5,2,1,Low
1621,-0.2,9,7,6,99,0,6,2,High
1622,-0.11,7,8,8,94,1,8,3,Medium
1623,0.71,9,8,6,109,9,8,2,High
1624,-0.59,4,5,6,98,1,1,6,High
1625,0.49,6,6,5,85,4,6,6,High
1626,0.08,6,9,5,121,3,2,9,Medium
1627,0.66,4,5,2,101,6,4,5,Medium
1628,-0.3,3,9,3,144,1,4,4,High
1629,0.07,6,5,2,95,5,6,8,Medium
1630,0.9,3,9,8,135,0,3,8,Medium
1631,0.19,9,9,5,120,1,2,3,High
1632,0.92,9,8,6,131,7,5,2,Low
1633,0.26,3,8,4,89,8,6,5,Medium
1634,-0.55,9,6,7,138,3,9,8,Low
1635,0.76,5,9,8,80,0,6,1,Low
1636,-0.66,5,6,4,81,9,3,1,Low
1637,0.58,8,8,1,135,2,4,6,Medium
1638,-0.79,7,8,5,158,4,9,2,Low
1639,-0.33,4,5,9,119,8,7,9,Low
1640,0.16,4,7,9,91,1,4,6,Medium
1641,0.64,9,5,1,137,0,1,7,High
1642,-0.57,9,8,3,112,0,1,7,Medium
1643,-0.77,8,8,7,124,5,1,4,High
1644,-0.24,5,7,9,146,8,1,7,Medium
1645,-0.87,3,7,8,150,6,4,7,Low
1646,0.87,6,9,6,106,6,4,1,Medium
1647,0.33,9,8,5,138,8,1,7,High
1648,-0.24,9,5,8,124,7,4,9,Medium
1649,0.33,4,5,8,155,6,3,8,Low
1650,0.81,8,5,1,93,1,2,4,High
1651,0.01,9,8,7,111,5,4,2,Low
1652,-0.51,9,5,4,133,3,6,3,High
1653,-0.76,6,6,3,145,3,6,2,Low
1654,0.83,7,8,4,142,7,6,1,Low
1655,0.82,9,6,2,116,6,6,4,Medium
1656,0.87,4,9,2,153,1,7,4,High
1657,-0.34,8,9,3,123,9,2,7,High
1658,0.43,9,6,1,109,8,1,6,High
1659,0.38,9,5,7,132,9,6,9,High
1660,0.83,6,5,6,150,2,9,5,High
1661,-0.39,9,5,9,99,9,6,3,Low
1662,0.49,7,5,4,158,4,4,7,Low
1663,-0.55,4,7,8,122,8,1,6,High
1664,-0.39,3,5,6,142,3,8,2,Low
1665,0.45,6,8,9,136,0,5,8,Low
1666,-0.21,6,8,6,116,9,5,4,High
1667,0.63,6,9,2,81,4,9,3,Low
1668,0.37,5,7,4,150,3,2,7,High
1669,-0.4,8,7,9,136,0,9,4,Medium
1670,0.48,5,9,3,116,2,9,3,Low
1671,-0.36,5,6,2,90,6,5,1,Low
1672,0.82,3,9,5,109,8,9,2,Medium
1673,-0.25,7,8,3,155,8,2,7,Medium
1674,0.87,9,9,6,86,7,6,5,Medium
1675,0.91,6,8,7,112,7,4,7,High
1676,0.29,6,7,3,138,8,7,8,Medium
1677,0.96,7,6,2,116,7,6,3,Medium
1678,0.28,3,5,5,123,9,2,6,High
1679,-0.54,6,7,5,111,4,7,9,Medium
1680,-0.72,7,5,7,124,4,2,9,High
1681,0.08,8,7,4,150,2,7,7,Medium
1682,-0.24,5,9,4,93,5,2,6,High
1683,0.38,3,9,4,89,9,9,7,Medium
1684,0.64,8,9,1,90,5,5,9,Medium
1685,0.33,9,6,1,81,7,8,1,Low
1686,0.12,3,7,6,126,4,9,1,Medium
1687,0.71,8,8,4,113,6,3,4,Low
1688,-0.92,3,6,1,97,7,6,5,High
1689,-0.53,7,8,9,143,2,8,3,High
1690,-0.59,6,7,8,101,8,3,8,High
1691,0.96,5,5,9,115,0,5,2,Low
1692,0.06,3,7,8,116,9,6,4,High
1693,-0.52,9,8,8,91,1,2,1,High
1694,-0.79,6,7,7,137,5,9,7,Low
1695,0.09,9,6,8,84,5,4,5,High
1696,0.26,6,8,5,87,2,3,4,Medium
1697,0.66,8,6,7,107,2,3,6,High
1698,-0.57,4,7,5,118,4,9,4,Medium
1699,-0.34,8,6,8,126,8,5,4,High
1700,0.03,7,9,1,128,0,6,8,Medium
1701,-0.79,9,9,4,146,5,5,3,High
1702,0.64,6,6,2,134,9,1,2,High
1703,0.84,9,9,9,133,2,5,8,High
1704,-0.18,8,7,3,101,7,6,7,High
1705,-0.98,4,6,2,126,9,4,7,Low
1706,0.84,5,7,5,116,7,1,5,Medium
1707,0.43,5,6,9,93,4,3,1,Medium
1708,-0.85,7,9,4,149,7,7,9,High
1709,-0.92,3,6,2,93,7,9,4,Low
1710,-0.87,9,5,6,129,0,8,8,Medium
1711,-0.0,8,6,7,146,0,4,8,Medium
1712,-0.65,3,5,1,154,1,3,2,High
1713,-0.33,4,6,3,118,4,2,2,Medium
1714,0.46,6,6,2,129,6,4,9,High
1715,0.51,5,7,4,89,2,5,7,High
1716,-0.63,9,5,1,119,8,4,4,Low
1717,0.91,5,9,5,91,0,4,8,High
1718,0.63,8,7,7,124,2,7,5,Medium
1719,-0.69,6,8,6,131,6,4,8,Low
1720,-0.64,4,8,4,131,5,7,2,High
1721,-0.95,4,8,8,80,8,1,4,Low
1722,-0.54,8,6,2,121,5,3,2,Medium
1723,0.44,6,5,2,90,3,2,6,Medium
1724,0.14,8,9,8,147,6,9,8,High
1725,0.35,5,5,8,124,7,3,5,Low
1726,-0.06,8,8,6,139,5,1,2,Medium
1727,0.51,6,6,5,124,6,6,5,High
1728,-0.24,4,8,7,101,8,2,6,High
1729,-0.1,3,6,2,107,6,3,5,Medium
1730,-0.82,8,9,2,117,6,6,2,Low
1731,0.19,5,8,7,87,1,5,8,High
1732,0.02,6,5,6,137,2,2,8,High
1733,-0.86,3,9,8,97,6,1,6,Low
1734,0.72,8,6,2,120,8,2,7,Low
1735,-0.57,4,5,7,155,5,4,8,Medium
1736,0.77,4,5,6,146,7,9,8,Medium
1737,0.65,5,5,9,149,2,9,7,Low
1738,-0.88,4,8,6,149,8,8,2,Low
1739,0.19,8,6,4,135,1,6,3,Medium
1740,-0.57,8,8,6,137,5,5,5,High
1741,-0.75,6,5,5,113,8,5,4,Low
1742,0.09,8,9,1,111,9,9,7,Medium
1743,-0.39,4,5,9,88,7,3,5,Medium
1744,0.49,5,6,3,114,8,1,3,Low
1745,-0.58,7,9,4,101,6,2,3,Medium
1746,-0.36,7,9,3,110,2,6,7,Medium
1747,-0.45,3,8,6,88,5,3,9,Medium
1748,-0.05,8,8,6,94,7,1,1,Medium
1749,0.94,9,6,5,96,9,1,2,Low
1750,0.42,7,5,5,100,0,8,6,Low
1751,-0.68,3,7,4,102,1,9,8,High
1752,0.21,8,8,3,159,0,2,4,High
1753,0.17,4,7,5,83,0,7,9,Low
1754,0.15,4,9,5,82,0,9,7,High
1755,-0.7,9,9,4,80,8,9,2,High
1756,-0.14,9,5,9,127,0,9,9,Low
1757,-0.65,5,6,7,103,1,1,9,High
1758,0.27,7,9,3,114,3,1,9,Medium
1759,0.88,9,6,7,142,1,3,5,Low
1760,-0.94,4,7,6,122,3,4,5,High
1761,-0.08,7,8,4,104,3,1,9,Medium
1762,-0.51,9,8,1,100,7,8,4,Medium
1763,-0.74,9,8,8,149,8,7,3,Medium
1764,-0.07,7,5,3,134,2,1,2,Medium
1765,-0.71,6,6,8,110,2,5,5,High
1766,0.1,3,8,6,102,8,8,9,Medium
1767,0.38,9,8,4,105,2,3,7,Low
1768,0.84,5,9,5,155,5,1,1,High
1769,0.18,9,9,6,155,7,9,9,Medium
1770,0.2,4,5,2,129,1,1,7,Medium
1771,-0.59,8,5,6,93,3,8,5,High
1772,-0.29,9,7,7,91,1,6,5,High
1773,-0.71,3,8,5,80,2,4,6,Medium
1774,-0.6,7,6,9,120,7,9,8,High
1775,0.31,3,8,5,127,8,2,2,High
1776,0.98,9,7,7,97,5,4,4,Medium
1777,-0.78,5,7,8,110,4,1,7,Low
1778,0.44,9,6,5,117,3,3,2,Medium
1779,-0.84,8,9,7,87,1,9,7,Medium
1780,-0.66,5,6,4,96,7,5,5,Low
1781,-0.07,9,7,5,121,2,9,6,Medium
1782,0.02,8,8,1,120,0,4,8,Low
1783,0.44,4,5,9,96,9,4,3,High
1784,-0.24,6,9,7,153,1,4,6,High
1785,0.1,7,6,8,84,7,1,3,Low
1786,0.6,4,5,8,134,3,1,6,High
1787,-0.53,7,9,6,123,6,6,8,High
1788,-0.9,7,8,4,153,7,1,9,High
1789,-0.33,8,6,4,141,2,1,9,Low
1790,0.58,4,6,6,87,5,3,9,Low
1791,-0.98,4,5,7,129,7,6,2,Medium
1792,0.29,8,7,5,121,9,3,2,High
1793,-0.36,5,8,3,116,4,1,1,Low
1794,-0.46,6,5,2,154,2,1,4,Low
1795,-0.1,4,5,1,137,8,1,4,High
1796,-0.33,8,7,5,87,0,5,5,Low
1797,-0.24,5,6,1,107,1,5,6,Low
1798,-0.54,6,7,5,114,8,9,6,High
1799,-0.09,8,5,5,155,2,5,4,Medium
1800,0.28,3,7,6,126,9,7,3,High
1801,0.73,4,6,4,119,1,3,9,Medium
1802,-0.67,4,9,2,109,6,9,6,Medium
1803,-0.57,8,6,9,154,4,6,9,High
1804,-0.98,9,9,5,133,1,1,7,Medium
1805,-0.59,9,6,1,94,8,8,2,Low
1806,-0.62,8,7,8,101,7,8,9,Medium
1807,0.21,8,7,6,107,0,3,7,Medium
1808,-0.85,3,7,2,137,0,8,1,Medium
1809,0.24,9,7,3,105,7,1,9,High
1810,-0.76,4,6,1,114,1,7,4,Low
1811,-0.98,6,7,2,119,0,5,8,High
1812,0.68,5,9,4,94,0,3,9,Low
1813,-0.15,3,6,7,138,7,9,8,High
1814,0.53,5,9,2,99,3,8,7,Low
1815,-0.09,7,9,2,127,2,8,7,Medium
1816,0.0,8,6,1,127,1,3,9,Low
1817,-0.42,7,6,2,134,9,8,5,Low
1818,0.78,8,9,6,101,8,1,9,High
1819,-0.03,9,7,7,101,3,9,5,High
1820,-0.73,5,9,5,141,2,6,8,Medium
1821,-0.99,4,8,4,135,6,9,4,High
1822,0.27,8,8,5,103,3,1,8,High
1823,0.65,8,5,4,111,6,3,3,High
1824,0.93,3,6,5,118,4,7,3,Low
1825,0.59,3,6,5,134,2,4,4,Low
1826,-0.94,5,7,5,155,1,9,6,Medium
1827,-0.12,5,6,6,116,2,5,6,Low
1828,-0.73,6,5,9,115,8,3,2,High
1829,0.56,6,7,7,122,5,8,2,Medium
1830,0.04,3,5,2,140,9,3,6,Medium
1831,0.85,7,9,3,85,2,9,8,Low
1832,0.84,9,9,5,127,5,4,7,Medium
1833,-0.26,9,5,9,131,3,8,7,Low
1834,0.53,4,8,3,158,3,9,1,Medium
1835,0.27,6,8,8,129,4,6,1,Low
1836,0.86,8,8,3,104,7,1,9,High
1837,-0.14,7,8,2,157,0,7,9,High
1838,0.05,6,7,1,107,0,5,4,Low
1839,-0.36,5,5,4,92,4,9,4,High
1840,0.77,8,8,7,94,8,4,6,Medium
1841,-0.22,6,8,6,103,4,4,5,Low
1842,-0.89,3,8,9,133,5,6,9,High
1843,0.56,9,8,9,111,3,5,3,Low
1844,-0.94,4,9,8,101,0,1,2,Medium
1845,0.65,3,9,6,92,3,5,2,Low
1846,0.61,8,5,8,119,0,8,5,Medium
1847,0.46,4,7,8,106,9,2,5,High
1848,-0.58,8,7,2,143,2,4,2,High
1849,0.25,5,5,7,126,3,8,5,Low
1850,-0.8,6,7,1,143,2,6,4,Medium
1851,-0.06,8,5,3,104,4,9,3,High
1852,0.26,4,9,3,128,5,3,7,Low
1853,0.87,6,5,9,144,8,9,3,High
1854,-0.63,8,9,8,144,2,1,5,Medium
1855,0.06,4,8,2,127,2,9,6,High
1856,0.13,6,7,4,125,1,8,8,Medium
1857,0.24,6,6,7,109,0,9,1,Low
1858,0.43,5,8,4,155,0,3,3,Medium
1859,-0.25,4,7,3,95,9,2,6,Low
1860,-0.89,7,6,7,131,5,8,4,Medium
1861,-0.75,3,8,7,143,5,1,5,Medium
1862,-0.02,7,9,5,117,6,5,7,High
1863,0.58,8,6,5,118,1,3,5,Medium
1864,-0.85,8,6,1,116,7,8,7,Low
1865,-0.88,9,8,8,91,8,2,5,High
1866,0.25,7,7,2,109,7,9,8,High
1867,-0.74,9,7,9,89,8,1,4,High
1868,0.58,8,8,8,116,0,7,1,Low
1869,0.29,7,9,1,111,4,6,2,High
1870,0.9,8,7,2,87,5,6,3,Low
1871,-0.55,8,9,4,114,3,6,7,Medium
1872,0.35,3,5,7,117,6,5,9,Medium
1873,0.13,7,8,9,119,0,1,7,High
1874,-0.24,4,8,4,96,6,9,3,Medium
1875,-0.09,9,8,5,90,7,6,3,High
1876,-0.68,4,8,4,102,6,6,6,High
1877,-0.19,8,7,9,88,5,9,7,Medium
1878,-0.46,7,6,7,133,9,3,4,High
1879,0.73,3,5,2,107,2,6,9,Medium
1880,0.26,6,6,6,91,4,3,1,High
1881,-0.44,9,6,2,140,9,8,7,Medium
1882,0.07,4,9,8,91,7,3,3,High
1883,0.33,7,6,9,91,0,8,3,High
1884,-0.71,5,7,2,97,7,2,7,Medium
1885,-0.29,4,5,7,152,5,2,3,Low
1886,0.7,5,7,3,158,8,6,2,Low
1887,-0.63,9,5,6,150,6,2,5,Medium
1888,-0.29,8,5,9,115,2,1,3,Medium
1889,-0.34,8,5,6,85,1,2,9,Low
1890,0.63,5,5,4,83,1,9,4,Medium
1891,0.49,4,5,2,148,9,4,8,High
1892,-0.98,7,6,8,158,5,5,3,Low
1893,0.21,3,9,3,144,2,6,3,Medium
1894,-0.92,3,5,7,135,2,3,8,High
1895,0.48,7,8,1,114,4,4,7,High
1896,-0.22,5,7,2,121,8,7,8,High
1897,0.51,4,5,5,110,0,4,9,Medium
1898,0.81,8,9,6,93,6,5,4,Medium
1899,0.16,3,9,3,150,8,6,6,High
1900,0.16,5,9,4,146,2,9,6,Low
1901,0.87,8,8,9,99,1,1,9,High
1902,0.95,5,7,3,158,6,1,6,Low
1903,-0.25,9,7,7,143,9,2,1,High
1904,-0.43,5,7,5,114,1,7,2,Low
1905,0.87,7,6,6,151,5,5,9,Low
1906,-0.85,4,6,1,135,9,9,1,High
1907,-0.95,7,9,2,87,6,9,3,Low
1908,-0.25,9,7,7,103,4,8,9,High
1909,-0.35,6,9,6,94,8,9,2,High
1910,0.92,7,9,4,134,5,7,9,High
1911,-0.16,3,7,2,112,2,6,1,Low
1912,0.57,5,9,7,109,0,6,5,High
1913,0.63,8,8,5,118,7,2,7,Medium
1914,-0.1,6,5,1,83,4,7,6,Medium
1915,0.67,9,7,4,156,8,7,9,Low
1916,0.85,9,9,2,116,2,5,9,High
1917,-0.61,8,7,6,136,8,2,4,High
1918,0.92,3,8,2,96,9,2,5,High
1919,0.57,4,6,4,103,2,5,9,Low
1920,0.88,6,7,2,122,3,2,2,High
1921,0.57,5,6,1,85,1,4,6,Medium
1922,0.72,6,6,2,155,0,7,4,Low
1923,0.8,8,6,2,92,5,5,8,Low
1924,0.6,9,7,7,114,5,7,5,Medium
1925,0.34,3,8,3,123,3,9,5,Low
1926,-0.86,4,9,1,136,2,9,3,Medium
1927,0.83,6,9,5,158,8,1,4,Low
1928,0.21,8,7,2,154,6,4,6,High
1929,0.06,3,8,2,145,9,1,6,High
1930,0.46,4,6,5,124,8,3,8,Medium
1931,0.09,6,9,2,119,7,9,9,Low
1932,0.31,6,9,3,114,3,1,1,Low
1933,0.05,4,6,8,107,4,2,3,Low
1934,-0.96,7,5,7,135,2,5,6,Low
1935,-0.23,4,8,4,114,8,4,5,Low
1936,0.53,7,8,5,153,3,1,4,Low
1937,0.59,9,5,4,92,8,3,9,High
1938,-0.4,9,9,9,101,2,1,4,High
1939,-0.46,3,9,2,109,6,6,3,Low
1940,-0.54,9,9,9,109,9,3,4,High
1941,-0.13,8,5,3,126,1,5,1,High
1942,-0.62,5,9,9,87,9,4,1,Medium
1943,0.97,5,9,4,140,7,7,6,High
1944,0.87,7,5,4,102,6,8,1,Medium
1945,0.84,6,7,2,128,0,2,5,Medium
1946,-0.87,3,8,7,88,9,9,2,Medium
1947,-0.91,5,9,1,157,1,1,2,Low
1948,-0.85,4,6,2,108,7,5,7,Low
1949,-0.11,8,8,1,132,7,1,5,Medium
1950,-0.59,7,6,2,125,5,8,2,High
1951,0.66,3,6,2,105,9,7,3,Low
1952,0.35,4,5,5,88,3,9,9,Medium
1953,-0.94,6,8,6,97,2,5,4,High
1954,0.67,7,6,5,107,5,2,7,High
1955,-0.42,7,8,3,130,7,5,9,Medium
1956,-0.23,7,6,2,151,6,2,6,Medium
1957,0.93,4,8,7,125,3,1,3,High
1958,-0.96,7,7,3,148,3,9,2,High
1959,0.28,8,5,1,129,4,6,6,Medium
1960,0.49,8,5,7,126,1,7,2,Low
1961,-0.4,5,7,9,113,7,4,9,Medium
1962,-0.9,9,5,2,87,6,4,8,High
1963,0.02,3,7,3,87,6,9,3,High
1964,0.44,6,7,6,102,3,6,3,High
1965,0.69,6,6,7,154,2,7,3,Medium
1966,-0.91,5,6,2,118,3,9,7,High
1967,0.03,5,7,7,83,2,4,4,Medium
1968,-0.72,9,7,4,151,0,3,9,High
1969,0.18,4,9,4,88,0,8,7,High
1970,-0.28,6,6,3,96,4,8,6,Low
1971,-0.41,5,6,5,132,1,5,6,High
1972,0.27,6,8,6,125,1,4,2,Low
1973,0.31,6,6,2,111,4,2,3,Low
1974,-0.95,3,8,4,116,7,5,6,Medium
1975,0.17,9,7,2,93,8,7,9,High
1976,0.19,8,9,8,125,1,8,1,Low
1977,0.75,4,6,5,148,8,1,5,Medium
1978,-0.24,5,8,7,118,4,9,8,Medium
1979,-0.67,7,9,8,96,5,2,8,Low
1980,-0.04,9,9,8,104,9,4,1,High
1981,-0.53,9,6,2,127,0,1,6,Low
1982,-0.93,5,5,4,106,1,6,2,High
1983,0.62,4,6,2,143,5,9,1,Low
1984,0.16,6,7,2,80,2,1,2,Low
1985,-0.1,9,8,2,152,9,8,7,Medium
1986,-0.47,3,8,1,143,0,9,1,Low
1987,0.98,6,8,8,90,0,9,3,Medium
1988,-0.31,7,6,3,133,8,3,6,Medium
1989,-0.62,9,5,4,159,5,4,3,High
1990,-0.73,9,7,5,98,5,3,9,Medium
1991,-0.75,4,5,7,81,8,5,3,High
1992,0.21,3,8,3,109,5,7,4,Low
1993,0.17,9,8,9,122,9,7,1,Medium
1994,0.64,4,8,8,103,4,8,9,Low
1995,0.36,7,9,3,123,1,7,7,Low
1996,-0.17,9,8,1,141,0,3,7,High
1997,0.11,7,5,8,85,1,7,6,Medium
1998,-0.75,8,9,9,90,7,9,8,Medium
1999,0.74,8,9,9,81,1,9,2,High
2000,-0.84,4,6,6,92,0,8,1,Medium
2001,-0.49,5,5,8,90,8,7,5,High
2002,-0.79,9,6,8,154,5,3,3,High
2003,-0.71,4,9,3,146,6,3,2,Low
2004,-0.69,6,8,6,118,8,8,3,Medium
2005,0.46,9,9,9,87,2,1,5,Medium
2006,-0.73,5,5,2,136,9,5,9,Low
2007,0.38,8,5,9,151,2,3,9,Medium
2008,0.37,4,5,9,155,9,6,6,High
2009,-0.3,8,9,2,159,5,5,3,High
2010,0.76,5,6,9,123,0,2,3,High
2011,0.65,3,6,4,144,7,4,8,Medium
2012,-0.44,4,9,2,131,2,1,3,Low
2013,0.51,5,6,8,126,0,5,1,Medium
2014,0.84,6,8,7,83,2,9,3,High
2015,-0.17,4,6,3,121,2,7,7,Medium
2016,0.44,8,7,7,159,8,7,9,Low
2017,0.23,6,5,9,95,0,1,3,High
2018,-0.17,7,6,8,119,1,5,9,Low
2019,0.1,6,7,7,134,5,8,6,Low
2020,0.49,3,8,3,116,5,9,6,Medium
2021,-0.25,9,6,1,92,2,3,6,Medium
2022,0.11,5,6,7,153,2,3,3,Low
2023,-0.22,3,7,4,102,5,5,9,Low
2024,-0.23,9,7,4,152,2,2,5,Medium
2025,0.04,8,6,5,154,1,1,1,Medium
2026,0.26,6,9,1,152,4,5,6,High
2027,0.24,4,9,5,106,0,1,2,High
2028,-0.41,4,8,6,81,8,8,7,High
2029,0.04,4,8,9,96,7,3,8,High
2030,-0.06,9,8,9,130,5,5,6,Medium
2031,-0.1,3,8,1,158,2,3,1,Medium
2032,0.31,6,8,3,98,6,5,7,High
2033,-0.06,8,6,4,85,4,7,9,Medium
2034,-0.69,8,5,9,118,0,6,8,High
2035,0.21,8,7,9,122,3,3,8,Low
2036,-0.65,5,9,7,158,6,3,7,High
2037,0.59,3,6,6,149,3,4,4,Low
2038,-0.17,9,6,5,107,7,5,2,Medium
2039,-0.24,4,9,3,151,5,6,6,Low
2040,0.43,9,8,6,138,3,9,9,Low
2041,-0.78,6,9,3,87,6,2,4,High
2042,-0.26,3,8,4,92,7,8,8,Medium
2043,0.35,7,9,5,133,0,4,6,Medium
2044,-0.86,5,8,4,113,2,6,2,Medium
2045,-0.06,3,9,6,149,6,4,6,Medium
2046,-0.12,6,5,7,153,0,8,3,Medium
2047,0.91,6,5,7,149,7,5,6,High
2048,0.73,8,8,3,82,9,9,6,Medium
2049,0.33,7,7,1,146,5,2,9,Low
2050,-0.31,8,9,8,141,7,3,7,High
2051,-0.13,7,6,4,113,3,1,7,Low
2052,0.74,7,5,5,86,8,2,6,Low
2053,0.2,3,8,5,136,0,2,8,High
2054,-0.4,5,9,4,81,1,3,9,Low
2055,0.26,6,7,8,123,0,7,7,High
2056,0.92,7,7,2,102,8,9,4,Low
2057,0.98,8,5,9,117,0,5,2,Low
2058,0.1,9,6,4,118,0,5,4,High
2059,0.63,9,7,5,137,7,1,9,Low
2060,-0.13,3,7,8,80,0,6,7,Medium
2061,0.43,6,5,4,150,7,5,1,Low
2062,0.27,5,9,4,156,1,8,2,Medium
2063,0.11,3,7,1,129,4,2,5,Medium
2064,0.67,5,6,5,81,1,6,6,Low
2065,-0.75,4,5,3,107,7,9,1,High
2066,-0.88,7,8,7,155,9,3,1,High
2067,0.03,4,7,6,123,1,8,5,Low
2068,0.74,8,5,2,130,8,8,5,Low
2069,0.68,8,5,9,94,6,6,8,High
2070,-0.42,4,5,4,112,7,2,3,Medium
2071,-0.41,8,5,8,123,1,5,8,Medium
2072,-0.25,6,6,5,128,6,1,4,Medium
2073,-0.95,3,6,5,133,9,9,2,Low
2074,0.87,4,9,4,139,5,5,4,Low
2075,0.64,4,7,6,125,0,5,1,Low
2076,-0.86,5,8,9,118,3,1,1,Medium
2077,1.0,9,5,2,93,8,7,3,Low
2078,0.75,3,5,1,145,5,2,1,Low
2079,0.52,7,7,9,151,9,2,1,Low
2080,0.2,3,5,5,98,4,6,6,High
2081,-0.83,9,6,8,119,5,4,4,High
2082,0.25,5,9,7,98,8,4,3,High
2083,0.22,7,9,6,107,2,4,9,Low
2084,-0.48,8,5,2,98,8,5,4,Low
2085,-0.88,7,8,3,155,7,5,1,Medium
2086,0.28,4,8,6,115,6,3,3,Medium
2087,0.0,8,7,7,125,7,5,2,High
2088,-0.61,3,9,3,84,8,5,1,Low
2089,-0.26,5,5,3,131,7,2,3,High
2090,-0.04,9,8,7,105,7,8,2,Low
2091,0.28,7,6,2,82,9,9,6,Medium
2092,-0.51,5,8,8,140,6,6,9,High
2093,0.52,4,8,7,94,5,7,6,Low
2094,-0.15,3,5,7,155,9,1,5,High
2095,0.18,3,5,4,124,2,7,7,Medium
2096,-0.89,3,6,7,88,6,5,8,Low
2097,-0.29,5,7,6,150,0,8,5,Medium
2098,0.73,5,6,6,124,2,2,7,Low
2099,-0.89,6,5,1,115,6,2,6,Medium
2100,-0.55,7,6,1,80,0,1,6,Medium
2101,-0.53,5,7,4,82,1,7,7,High
2102,-0.77,5,5,1,156,5,5,7,Low
2103,0.63,9,5,5,87,9,7,8,High
2104,0.14,9,6,7,120,4,4,4,Low
2105,0.75,8,7,1,142,4,3,4,High
2106,0.47,5,8,8,146,1,2,4,Low
2107,0.55,9,8,8,138,4,6,4,Medium
2108,0.89,4,8,8,131,2,8,3,High
2109,0.14,4,8,9,96,9,7,4,Medium
2110,-0.23,8,6,1,82,6,8,1,Low
2111,-0.78,8,9,9,106,7,9,2,High
2112,0.96,6,6,4,137,3,3,7,High
2113,-0.49,9,6,4,129,2,1,8,Medium
2114,0.29,5,9,9,133,9,2,4,High
2115,0.69,7,6,3,128,4,1,4,High
2116,0.13,7,9,3,96,4,3,1,Low
2117,0.07,3,7,1,140,1,4,3,Medium
2118,0.19,6,7,8,127,4,4,4,Low
2119,0.22,9,6,2,126,0,5,4,Medium
2120,-0.86,9,7,5,106,3,8,5,High
2121,0.35,6,6,7,136,4,5,4,Medium
2122,-0.58,7,7,4,139,9,3,4,High
2123,-0.1,7,6,5,95,2,9,6,High
2124,0.09,4,5,1,147,8,5,3,High
2125,-0.6,5,8,2,131,0,7,4,High
2126,-0.7,6,8,5,134,8,9,6,Low
2127,-0.76,5,9,5,92,0,3,6,High
2128,-0.55,8,9,4,150,5,3,3,High
2129,0.27,8,7,7,86,1,6,9,Low
2130,0.12,9,7,3,123,6,4,3,High
2131,0.99,3,8,2,130,2,2,5,Medium
2132,-0.95,9,9,6,99,3,4,9,Medium
2133,-0.49,5,5,5,158,7,2,9,High
2134,-0.76,9,6,6,84,2,1,4,Low
2135,-0.83,8,6,5,87,9,4,1,Low
