employee_id,meetings_attended,collaboration_score,punctuality_score,training_hours_completed,work_engagement_score,peer_interaction_score,initiative_score,task_followup_score,performance_rating
1579,17,5,6,9.6,8,7,1,7,Medium
1580,17,9,9,19.1,9,5,3,6,High
1581,16,6,7,5.1,8,5,3,6,High
1582,6,5,9,9.8,6,7,6,5,Medium
1583,8,9,8,10.4,9,8,7,9,Medium
1584,5,8,9,9.4,5,7,6,9,High
1585,14,9,9,14.4,6,8,3,5,Low
1586,18,7,6,15.7,9,5,6,9,Low
1587,11,5,6,19.7,7,9,8,5,Medium
1588,13,5,7,5.0,8,9,2,5,Medium
1589,14,8,7,10.8,5,9,8,7,Medium
1590,13,7,7,16.4,6,9,9,7,High
1591,15,7,6,16.9,9,9,3,8,Medium
1592,17,5,6,10.4,8,7,9,6,High
1593,11,9,8,14.2,5,7,8,5,Low
1594,16,7,7,6.7,8,7,5,6,High
1595,12,5,8,7.1,8,6,4,5,Medium
1596,17,6,8,12.2,5,6,5,9,High
1597,16,9,6,11.0,6,8,7,7,Medium
1598,11,5,6,17.1,7,8,8,9,Medium
1599,13,8,8,10.3,6,6,7,7,Medium
1600,13,9,9,14.3,6,9,6,6,Medium
1601,18,6,7,19.9,6,8,9,6,High
1602,13,9,6,14.5,8,8,1,8,Medium
1603,16,8,8,7.9,6,6,4,8,High
1604,18,7,8,16.1,9,5,8,6,High
1605,19,8,8,5.5,9,9,4,6,High
1606,9,6,9,15.5,9,5,6,9,Low
1607,5,7,6,14.5,6,9,8,5,Medium
1608,7,8,6,9.3,5,5,6,6,Low
1609,5,9,9,16.5,8,6,4,7,Medium
1610,18,9,8,10.6,8,6,1,6,Medium
1611,13,9,6,18.0,5,8,3,8,Medium
1612,17,9,7,5.9,7,9,9,5,Low
1613,16,5,7,5.0,7,9,9,9,Medium
1614,9,9,7,14.6,8,6,3,9,Low
1615,6,6,9,18.0,8,6,3,7,High
1616,11,7,7,6.6,7,9,2,8,Low
1617,5,9,9,8.9,6,8,4,6,Medium
1618,19,7,9,15.7,9,9,4,5,Medium
1619,9,5,8,18.8,5,9,1,7,High
1620,13,8,9,5.2,7,8,8,5,Low
1621,8,5,9,19.2,8,9,5,8,High
1622,9,7,6,16.7,7,6,6,6,Medium
1623,13,6,8,16.0,7,7,1,5,High
1624,14,8,9,14.5,8,8,4,6,High
1625,14,6,9,8.0,8,5,6,7,High
1626,11,6,9,16.9,9,8,4,9,Medium
1627,5,8,9,14.6,9,7,7,6,Medium
1628,16,8,7,13.2,7,7,2,7,High
1629,10,7,8,7.3,5,5,6,6,Medium
1630,12,5,6,19.1,9,8,3,7,Medium
1631,9,7,8,17.4,9,8,8,5,High
1632,9,8,7,9.4,6,6,1,8,Low
1633,7,5,9,18.5,5,9,3,7,Medium
1634,18,9,7,7.4,9,6,4,5,Low
1635,17,6,7,9.4,5,5,3,7,Low
1636,8,6,9,10.6,6,6,2,6,Low
1637,8,5,8,7.8,5,5,5,9,Medium
1638,13,9,6,6.4,5,7,4,7,Low
1639,18,8,9,15.8,7,8,9,7,Low
1640,9,5,9,16.0,5,5,7,9,Medium
1641,15,6,8,8.2,7,8,1,8,High
1642,6,8,9,19.9,6,5,7,8,Medium
1643,15,8,7,18.1,6,8,8,8,High
1644,5,9,7,7.9,7,8,9,9,Medium
1645,12,8,7,17.9,8,9,7,6,Low
1646,10,6,9,7.0,5,5,4,7,Medium
1647,12,8,6,16.7,6,8,8,7,High
1648,7,7,8,17.6,6,7,6,6,Medium
1649,7,5,7,18.0,5,9,6,8,Low
1650,15,7,7,15.7,7,8,5,6,High
1651,16,5,8,8.5,8,6,1,6,Low
1652,7,7,8,8.9,9,5,5,6,High
1653,7,6,7,7.4,9,6,1,6,Low
1654,11,8,9,12.6,7,5,1,8,Low
1655,15,6,8,19.5,5,5,7,5,Medium
1656,6,9,7,9.2,7,9,3,7,High
1657,5,9,6,17.4,5,9,4,7,High
1658,13,9,9,18.3,9,6,3,6,High
1659,7,8,8,8.2,5,7,2,6,High
1660,13,7,9,9.5,6,5,5,7,High
1661,15,5,7,7.9,9,6,6,8,Low
1662,6,5,7,11.0,5,7,5,5,Low
1663,18,9,7,13.9,8,9,2,9,High
1664,7,6,6,13.3,5,9,8,8,Low
1665,16,8,8,19.7,6,8,8,7,Low
1666,19,9,8,13.5,9,8,9,9,High
1667,5,7,9,11.0,5,6,9,7,Low
1668,13,5,9,10.7,9,9,6,7,High
1669,9,5,9,17.1,8,8,7,7,Medium
1670,13,9,6,5.2,7,8,8,6,Low
1671,18,9,6,18.6,8,6,6,6,Low
1672,7,9,9,10.6,5,8,8,5,Medium
1673,11,9,6,7.5,5,7,4,8,Medium
1674,15,7,8,9.2,6,9,5,8,Medium
1675,9,8,7,14.2,8,8,3,5,High
1676,6,5,6,6.6,5,5,6,8,Medium
1677,17,9,7,19.4,7,8,8,6,Medium
1678,19,6,8,13.9,5,7,7,6,High
1679,17,8,9,8.5,9,8,1,9,Medium
1680,7,7,9,18.7,7,5,2,7,High
1681,15,5,9,11.9,7,7,3,8,Medium
1682,6,7,9,16.9,7,9,7,7,High
1683,17,7,9,16.0,6,7,4,7,Medium
1684,15,5,7,17.7,7,7,8,9,Medium
1685,11,8,6,11.2,9,5,7,5,Low
1686,12,5,7,19.0,8,7,7,8,Medium
1687,13,5,6,12.5,9,5,5,5,Low
1688,11,9,8,8.3,5,6,2,9,High
1689,12,7,6,6.9,7,9,3,5,High
1690,10,6,8,14.7,9,6,2,6,High
1691,19,7,8,10.1,5,7,2,7,Low
1692,11,5,9,7.0,9,6,8,6,High
1693,7,6,6,12.6,5,6,6,5,High
1694,9,5,7,16.9,7,9,7,8,Low
1695,5,8,6,12.4,6,7,5,6,High
1696,7,5,8,8.1,8,8,4,5,Medium
1697,5,7,8,18.1,7,7,7,7,High
1698,17,9,8,5.6,9,7,2,6,Medium
1699,13,8,8,17.1,5,5,4,8,High
1700,7,7,9,10.6,9,5,1,9,Medium
1701,7,5,6,13.9,8,9,7,5,High
1702,9,7,9,8.2,7,8,3,7,High
1703,11,9,9,12.2,9,8,7,7,High
1704,11,9,9,7.0,7,9,6,8,High
1705,13,6,6,8.2,6,8,9,8,Low
1706,7,5,7,8.1,9,5,4,9,Medium
1707,6,7,7,8.8,7,9,3,7,Medium
1708,6,7,9,17.1,6,5,4,5,High
1709,13,9,6,14.9,8,8,9,5,Low
1710,5,7,8,14.3,5,6,2,6,Medium
1711,12,6,8,8.3,5,6,4,5,Medium
1712,15,5,9,12.7,8,8,1,5,High
1713,6,9,8,17.4,5,7,2,6,Medium
1714,10,9,7,7.2,5,6,5,8,High
1715,7,9,7,20.0,8,8,9,5,High
1716,14,9,6,14.0,6,9,1,6,Low
1717,6,7,7,15.8,8,8,4,6,High
1718,8,9,8,15.2,9,7,9,8,Medium
1719,19,6,6,9.7,5,5,3,8,Low
1720,17,7,9,14.3,9,9,1,9,High
1721,10,9,8,6.1,7,5,3,6,Low
1722,15,7,6,16.4,9,9,5,5,Medium
1723,8,7,9,18.2,5,5,5,5,Medium
1724,18,7,7,16.3,5,5,2,8,High
1725,6,6,9,20.0,7,7,1,9,Low
1726,10,6,7,15.2,9,5,3,8,Medium
1727,6,8,6,12.8,9,9,5,5,High
1728,7,9,8,11.8,7,8,9,7,High
1729,10,7,7,16.0,9,6,6,8,Medium
1730,17,7,8,8.6,5,8,2,5,Low
1731,9,6,7,5.7,5,8,3,8,High
1732,13,7,8,9.5,7,5,1,7,High
1733,6,5,6,5.6,8,9,5,6,Low
1734,6,9,7,8.9,5,8,4,5,Low
1735,17,8,6,8.2,5,6,6,8,Medium
1736,16,7,8,7.0,7,5,3,6,Medium
1737,7,5,6,15.8,7,8,5,6,Low
1738,5,6,8,11.5,7,5,8,6,Low
1739,7,8,9,8.9,9,6,9,7,Medium
1740,12,9,9,12.2,7,6,7,8,High
1741,9,8,6,7.7,8,9,7,5,Low
1742,5,6,8,12.9,9,7,6,6,Medium
1743,11,7,7,15.7,7,7,8,8,Medium
1744,7,5,8,7.2,7,8,7,8,Low
1745,13,6,7,7.0,9,7,6,5,Medium
1746,9,8,7,5.7,8,9,2,8,Medium
1747,11,6,7,11.1,7,9,8,7,Medium
1748,8,9,6,7.4,7,9,5,8,Medium
1749,17,5,9,17.4,5,5,1,5,Low
1750,12,7,9,11.6,6,8,7,8,Low
1751,7,8,9,7.5,9,6,4,6,High
1752,6,7,8,14.7,9,9,1,7,High
1753,19,9,8,6.2,7,9,3,5,Low
1754,9,9,8,11.7,6,5,6,7,High
1755,12,6,9,13.3,9,9,2,9,High
1756,18,5,7,11.1,6,6,6,6,Low
1757,16,7,8,15.9,6,9,1,9,High
1758,16,7,6,8.7,9,7,2,5,Medium
1759,9,6,9,10.6,5,8,4,7,Low
1760,15,5,7,17.4,7,5,7,6,High
1761,11,9,8,6.2,7,9,3,7,Medium
1762,16,5,7,9.2,7,8,9,7,Medium
1763,11,6,7,17.0,6,7,3,5,Medium
1764,17,5,9,15.3,7,9,2,9,Medium
1765,12,5,8,14.4,7,9,5,5,High
1766,17,9,7,5.9,8,9,7,6,Medium
1767,10,9,8,18.2,7,8,2,7,Low
1768,5,9,7,13.1,8,7,6,5,High
1769,9,7,9,6.3,9,5,5,8,Medium
1770,16,5,7,19.9,8,5,9,7,Medium
1771,8,8,7,18.1,5,8,4,5,High
1772,16,9,8,11.4,6,9,7,7,High
1773,17,7,9,5.1,8,9,6,5,Medium
1774,13,7,7,9.5,8,6,9,5,High
1775,13,7,8,5.7,7,8,2,6,High
1776,10,9,8,19.3,9,8,4,7,Medium
1777,19,6,8,13.4,9,8,8,8,Low
1778,9,8,8,19.1,7,5,6,5,Medium
1779,19,9,6,15.7,6,7,3,5,Medium
1780,12,9,9,18.1,5,6,1,7,Low
1781,6,7,9,14.2,8,5,3,8,Medium
1782,5,9,8,11.7,5,5,5,8,Low
1783,5,6,7,11.6,9,5,8,5,High
1784,11,8,7,12.1,9,6,1,9,High
1785,19,9,9,16.8,6,5,3,5,Low
1786,18,7,6,11.4,6,8,5,6,High
1787,8,7,7,7.4,9,5,2,8,High
1788,11,5,6,18.7,9,5,4,5,High
1789,5,9,7,11.8,6,5,8,7,Low
1790,16,5,6,9.0,8,5,3,9,Low
1791,13,8,7,5.6,5,8,4,7,Medium
1792,13,7,8,17.2,7,6,6,8,High
1793,8,8,6,6.2,6,6,7,7,Low
1794,5,5,7,15.9,6,7,4,5,Low
1795,11,8,9,5.4,9,6,9,9,High
1796,19,6,7,19.3,7,7,7,8,Low
1797,8,7,9,13.1,6,7,7,7,Low
1798,5,9,7,6.9,5,7,5,5,High
1799,14,9,8,17.5,6,7,9,6,Medium
1800,11,9,9,13.9,7,6,7,7,High
1801,15,7,8,17.1,7,5,2,7,Medium
1802,9,7,6,14.3,9,8,2,7,Medium
1803,5,7,7,16.4,5,9,7,9,High
1804,8,6,6,9.7,9,7,9,5,Medium
1805,9,9,7,10.3,6,6,7,7,Low
1806,8,6,8,13.9,9,8,1,8,Medium
1807,10,9,6,7.1,7,7,3,5,Medium
1808,15,8,6,18.8,7,5,7,9,Medium
1809,7,5,6,10.5,6,7,4,6,High
1810,19,8,7,8.0,5,9,1,5,Low
1811,16,8,7,9.5,9,7,4,7,High
1812,10,5,8,6.9,8,5,2,9,Low
1813,17,9,8,12.1,7,5,8,7,High
1814,14,7,7,11.8,9,9,3,6,Low
1815,19,8,7,7.8,5,5,9,6,Medium
1816,14,7,9,6.7,7,6,7,7,Low
1817,7,6,9,13.4,7,9,6,9,Low
1818,16,8,6,11.4,9,5,5,9,High
1819,8,8,9,7.4,6,8,8,7,High
1820,6,9,6,5.8,6,7,4,7,Medium
1821,11,8,9,15.2,7,6,3,6,High
1822,12,7,6,12.6,5,5,3,5,High
1823,5,6,6,10.7,8,5,3,7,High
1824,18,6,8,13.1,9,8,8,8,Low
1825,10,7,9,15.5,8,6,4,8,Low
1826,12,9,6,7.2,5,6,1,7,Medium
1827,17,5,7,18.9,7,9,7,5,Low
1828,19,6,7,14.6,8,9,1,7,High
1829,16,9,6,19.2,7,8,3,5,Medium
1830,18,9,7,13.4,6,8,7,9,Medium
1831,6,5,8,16.5,8,5,3,9,Low
1832,16,7,8,10.5,6,8,9,7,Medium
1833,16,7,6,8.6,6,9,6,8,Low
1834,7,6,8,15.3,5,6,7,7,Medium
1835,6,6,9,15.5,8,7,1,8,Low
1836,13,8,8,18.0,9,6,5,8,High
1837,5,7,9,5.6,9,6,7,9,High
1838,8,7,8,5.5,7,8,6,5,Low
1839,15,7,6,7.6,9,6,4,7,High
1840,16,6,7,6.4,6,8,8,7,Medium
1841,18,5,8,9.9,7,5,5,6,Low
1842,8,9,8,5.5,6,6,6,6,High
1843,11,7,6,16.5,7,8,3,5,Low
1844,10,7,6,15.7,9,9,7,5,Medium
1845,16,6,9,9.8,8,6,1,7,Low
1846,11,7,7,9.9,9,9,8,8,Medium
1847,9,6,9,13.8,9,5,8,5,High
1848,19,8,6,19.7,9,9,4,5,High
1849,9,6,6,16.5,7,6,8,8,Low
1850,15,8,6,7.6,7,9,2,9,Medium
1851,5,5,7,19.0,8,8,1,6,High
1852,13,9,6,13.7,7,5,2,7,Low
1853,12,6,6,13.5,7,5,4,8,High
1854,7,8,7,16.3,7,8,1,8,Medium
1855,18,5,8,7.1,5,6,3,6,High
1856,10,8,9,10.9,5,7,5,8,Medium
1857,10,8,9,14.3,5,9,1,8,Low
1858,7,9,7,11.0,6,6,7,7,Medium
1859,9,5,9,8.9,7,5,7,6,Low
1860,10,7,6,9.1,5,9,6,5,Medium
1861,13,5,9,10.2,6,5,2,5,Medium
1862,15,8,9,11.5,9,6,6,7,High
1863,18,9,6,5.9,8,7,8,5,Medium
1864,11,9,6,5.5,8,9,4,8,Low
1865,5,6,7,14.9,7,7,3,8,High
1866,9,5,9,8.6,5,6,3,8,High
1867,18,7,8,19.7,8,5,2,9,High
1868,16,5,7,17.6,7,5,9,5,Low
1869,8,8,8,12.2,5,5,2,6,High
1870,14,9,8,13.9,6,5,9,6,Low
1871,15,8,9,6.8,6,5,4,6,Medium
1872,18,6,8,16.4,6,7,1,7,Medium
1873,17,5,6,11.7,8,6,6,5,High
1874,7,6,9,10.9,6,9,9,7,Medium
1875,7,8,8,6.5,5,7,7,6,High
1876,18,5,7,13.2,7,9,6,9,High
1877,8,5,8,16.2,9,5,8,9,Medium
1878,10,7,7,13.0,7,6,2,6,High
1879,18,7,9,9.7,5,5,2,7,Medium
1880,9,7,7,18.2,8,6,5,8,High
1881,7,5,6,18.1,7,9,4,7,Medium
1882,9,7,7,5.5,8,6,1,8,High
1883,7,9,8,14.3,6,7,3,8,High
1884,14,8,6,6.7,8,5,9,5,Medium
1885,13,7,8,5.7,6,9,1,5,Low
1886,7,9,8,19.6,7,6,3,8,Low
1887,9,8,7,10.0,7,9,6,9,Medium
1888,14,5,6,19.9,7,5,4,7,Medium
1889,7,5,7,13.3,6,9,1,9,Low
1890,11,5,6,10.3,5,5,5,8,Medium
1891,11,5,9,14.7,6,7,7,8,High
1892,14,7,7,6.1,7,6,5,7,Low
1893,5,6,7,14.6,8,8,4,6,Medium
1894,10,9,7,9.6,6,7,6,5,High
1895,15,9,8,6.3,5,6,8,6,High
1896,10,8,8,17.0,7,5,4,8,High
1897,12,9,9,16.9,8,8,9,5,Medium
1898,18,8,6,5.6,8,5,2,6,Medium
1899,10,5,8,17.5,5,9,9,9,High
1900,18,6,7,16.5,7,6,8,5,Low
1901,6,5,9,16.9,9,7,9,7,High
1902,12,7,7,13.5,8,8,9,7,Low
1903,19,9,7,13.4,8,7,4,6,High
1904,9,5,9,8.0,9,8,4,5,Low
1905,8,5,8,13.9,7,7,3,5,Low
1906,17,8,8,10.6,9,6,3,9,High
1907,9,5,8,19.3,6,9,9,9,Low
1908,16,9,7,10.0,6,8,7,7,High
1909,18,7,6,10.9,8,9,3,5,High
1910,15,7,8,14.0,7,6,2,5,High
1911,14,7,8,19.2,6,5,9,6,Low
1912,7,6,7,15.1,9,9,5,8,High
1913,18,8,6,17.9,6,7,1,5,Medium
1914,18,7,9,6.5,9,5,8,5,Medium
1915,15,8,9,18.2,6,7,5,7,Low
1916,13,8,8,12.7,9,9,8,6,High
1917,6,6,9,18.4,8,6,7,5,High
1918,9,9,8,8.6,7,8,2,8,High
1919,8,9,7,11.5,5,9,8,9,Low
1920,14,8,8,18.2,9,7,1,7,High
1921,9,5,7,18.3,6,9,7,5,Medium
1922,13,6,8,7.2,5,9,6,7,Low
1923,12,9,6,8.9,5,9,6,6,Low
1924,16,7,8,9.3,8,9,4,7,Medium
1925,10,8,7,7.5,5,7,8,5,Low
1926,15,7,8,13.5,6,9,2,5,Medium
1927,8,9,9,14.3,5,8,1,7,Low
1928,10,8,9,14.4,7,9,5,7,High
1929,5,8,6,19.0,8,5,2,7,High
1930,11,7,8,8.1,8,8,1,9,Medium
1931,16,5,8,17.8,6,7,5,8,Low
1932,8,5,9,5.8,5,5,4,8,Low
1933,13,9,8,5.8,8,5,6,5,Low
1934,10,5,8,18.0,8,6,8,6,Low
1935,17,7,8,11.3,6,7,7,9,Low
1936,19,8,7,7.6,7,8,2,7,Low
1937,16,9,8,11.5,8,5,1,9,High
1938,18,8,6,16.2,8,7,3,9,High
1939,5,7,7,16.4,7,8,8,9,Low
1940,6,6,7,9.0,7,6,3,6,High
1941,16,5,9,9.7,8,9,5,9,High
1942,12,8,9,5.7,6,5,5,7,Medium
1943,16,9,8,9.6,9,9,2,9,High
1944,16,7,6,14.5,5,9,6,7,Medium
1945,6,6,6,15.8,8,9,1,9,Medium
1946,19,8,9,13.8,6,9,6,7,Medium
1947,5,6,9,10.1,5,5,5,6,Low
1948,12,8,8,16.7,8,9,5,8,Low
1949,9,8,8,5.6,6,5,2,5,Medium
1950,12,9,8,14.9,9,9,9,9,High
1951,9,9,9,9.7,6,9,9,8,Low
1952,16,8,7,6.0,6,8,7,8,Medium
1953,16,9,6,15.1,8,6,3,8,High
1954,13,7,9,12.9,8,8,6,5,High
1955,9,9,6,6.6,7,5,4,7,Medium
1956,15,6,8,9.4,5,5,3,8,Medium
1957,19,6,8,14.0,7,7,6,5,High
1958,8,5,9,19.4,6,7,6,5,High
1959,13,6,8,12.5,8,5,8,5,Medium
1960,7,9,9,6.0,9,9,5,9,Low
1961,15,7,9,16.9,7,8,5,8,Medium
1962,18,7,6,13.6,9,8,4,7,High
1963,18,6,8,6.7,8,9,8,9,High
1964,5,5,7,17.1,9,8,4,8,High
1965,11,5,7,6.6,5,9,1,5,Medium
1966,7,9,6,10.0,7,9,9,9,High
1967,8,8,7,18.6,6,9,6,8,Medium
1968,6,9,6,9.9,8,6,7,9,High
1969,7,7,6,11.5,5,5,8,9,High
1970,14,5,8,5.7,5,9,5,9,Low
1971,5,5,7,8.9,5,7,7,9,High
1972,8,9,7,10.7,6,7,8,9,Low
1973,13,9,7,9.6,7,6,1,5,Low
1974,14,8,7,16.5,6,9,8,7,Medium
1975,19,5,9,15.2,5,9,2,5,High
1976,9,5,9,20.0,7,5,2,5,Low
1977,15,6,7,12.2,5,8,3,9,Medium
1978,11,8,8,13.1,6,7,5,9,Medium
1979,10,9,6,15.3,7,6,6,8,Low
1980,15,6,7,10.9,8,7,2,9,High
1981,6,8,8,8.4,7,7,3,7,Low
1982,5,8,8,5.2,9,8,7,9,High
1983,14,6,8,16.8,8,8,8,7,Low
1984,12,6,6,5.1,5,8,4,7,Low
1985,17,6,9,18.7,9,9,9,9,Medium
1986,17,5,6,11.5,7,6,2,8,Low
1987,13,8,7,19.6,7,5,6,8,Medium
1988,13,8,7,12.5,8,6,9,5,Medium
1989,8,7,6,14.2,6,6,5,6,High
1990,7,9,6,8.5,6,9,5,6,Medium
1991,8,7,8,15.4,8,5,7,8,High
1992,11,6,9,14.1,7,5,4,5,Low
1993,13,8,6,9.1,9,6,9,8,Medium
1994,19,8,7,8.6,5,8,5,7,Low
1995,5,5,7,19.2,8,6,2,8,Low
1996,12,8,6,15.2,7,9,3,5,High
1997,13,7,9,5.8,5,7,4,7,Medium
1998,15,5,7,13.2,6,6,2,6,Medium
1999,15,5,7,8.9,9,5,8,8,High
2000,19,7,9,15.0,9,9,3,6,Medium
2001,7,5,7,6.3,8,6,9,5,High
2002,12,8,9,10.2,5,9,5,6,High
2003,17,7,6,19.3,6,9,5,7,Low
2004,10,5,7,10.2,6,8,7,6,Medium
2005,9,6,7,19.1,8,7,4,8,Medium
2006,13,9,8,17.8,9,8,3,7,Low
2007,16,5,8,9.8,6,7,8,5,Medium
2008,7,8,8,6.7,9,7,7,6,High
2009,15,8,6,14.8,8,5,3,5,High
2010,8,5,7,12.9,5,8,2,7,High
2011,5,5,7,18.8,5,8,6,6,Medium
2012,6,9,9,15.0,6,8,8,8,Low
2013,8,8,8,10.2,5,7,2,7,Medium
2014,9,8,8,19.2,8,9,9,5,High
2015,8,6,8,7.1,5,9,6,6,Medium
2016,5,8,7,14.3,6,8,5,6,Low
2017,13,9,6,12.8,5,8,1,7,High
2018,7,5,7,6.3,6,5,8,7,Low
2019,6,9,6,19.5,7,8,8,7,Low
2020,6,8,9,6.1,7,8,3,7,Medium
2021,6,8,7,8.7,7,9,6,7,Medium
2022,10,7,7,18.7,8,5,3,6,Low
2023,15,8,9,17.0,9,7,9,9,Low
2024,15,6,6,7.8,5,6,6,8,Medium
2025,5,8,6,12.7,5,6,6,7,Medium
2026,5,6,8,9.8,7,5,2,8,High
2027,19,8,6,19.3,5,8,7,5,High
2028,8,8,7,15.0,6,8,9,5,High
2029,15,6,9,10.7,8,5,8,9,High
2030,19,8,7,9.4,9,9,3,5,Medium
2031,8,6,8,5.1,7,7,9,8,Medium
2032,8,9,8,5.2,5,9,9,9,High
2033,5,5,9,9.9,5,9,4,9,Medium
2034,13,8,6,5.8,6,6,1,8,High
2035,14,5,9,10.6,9,6,5,8,Low
2036,8,7,8,6.3,8,6,6,9,High
2037,15,7,9,6.7,8,6,7,6,Low
2038,17,9,7,6.6,9,9,1,6,Medium
2039,15,8,7,15.7,5,5,9,8,Low
2040,5,8,9,11.6,6,5,9,7,Low
2041,14,5,6,12.8,5,9,3,5,High
2042,17,8,7,11.0,7,8,2,5,Medium
2043,11,9,8,16.0,5,9,7,9,Medium
2044,16,8,6,12.9,9,5,5,8,Medium
2045,11,7,6,12.3,6,7,3,5,Medium
2046,10,6,9,5.9,5,8,9,7,Medium
2047,13,6,7,8.4,6,7,5,9,High
2048,6,7,6,19.0,8,8,2,5,Medium
2049,12,6,6,11.2,9,7,7,5,Low
2050,10,6,8,10.0,8,9,9,8,High
2051,11,5,7,5.1,6,9,5,9,Low
2052,15,7,8,6.6,5,7,8,6,Low
2053,12,5,9,19.9,7,7,1,5,High
2054,8,7,8,14.5,8,5,1,5,Low
2055,7,6,6,10.1,6,8,7,8,High
2056,17,7,6,15.4,5,7,4,7,Low
2057,5,9,9,6.4,5,9,8,5,Low
2058,17,5,7,15.3,6,7,9,5,High
2059,19,5,9,17.4,6,5,1,6,Low
2060,17,7,6,11.8,8,9,5,7,Medium
2061,13,7,8,15.8,8,9,7,7,Low
2062,7,9,9,13.7,9,5,2,7,Medium
2063,11,6,9,7.9,7,5,1,9,Medium
2064,11,8,7,18.8,8,5,3,6,Low
2065,10,8,9,18.4,5,7,3,8,High
2066,19,8,6,15.6,8,6,2,7,High
2067,12,9,6,7.8,5,8,4,8,Low
2068,19,9,6,9.6,7,9,1,9,Low
2069,13,5,7,12.9,7,9,4,9,High
2070,6,9,8,19.4,9,5,1,5,Medium
2071,12,7,9,12.9,6,6,4,8,Medium
2072,16,5,8,17.5,6,5,7,6,Medium
2073,12,5,6,16.6,8,7,7,9,Low
2074,6,6,8,16.0,7,8,7,7,Low
2075,18,8,9,13.1,7,9,5,9,Low
2076,8,8,8,10.7,6,5,7,5,Medium
2077,19,8,7,14.0,8,6,2,8,Low
2078,14,7,8,19.1,7,6,2,9,Low
2079,12,5,9,18.1,6,7,2,7,Low
2080,16,7,7,19.9,6,9,6,7,High
2081,7,5,7,9.4,6,5,3,5,High
2082,15,7,6,9.3,8,8,7,6,High
2083,13,5,9,16.8,8,8,7,9,Low
2084,13,6,7,10.9,5,8,6,8,Low
2085,17,8,7,7.7,5,6,5,8,Medium
2086,11,7,6,17.1,5,5,3,5,Medium
2087,9,7,9,15.6,5,6,4,8,High
2088,18,9,9,5.0,9,5,9,9,Low
2089,5,8,6,6.8,7,6,4,7,High
2090,8,9,8,13.5,6,6,8,5,Low
2091,15,5,8,8.2,6,5,6,5,Medium
2092,14,6,6,14.3,9,6,1,5,High
2093,8,7,8,10.0,9,8,2,5,Low
2094,17,5,8,12.7,6,7,4,5,High
2095,11,9,8,13.6,5,9,1,8,Medium
2096,17,7,6,9.7,6,6,2,9,Low
2097,16,7,7,16.4,5,6,3,8,Medium
2098,11,8,8,7.4,6,8,5,8,Low
2099,8,5,7,20.0,7,6,3,7,Medium
2100,19,6,9,18.2,9,5,8,9,Medium
2101,14,8,8,15.0,7,7,1,5,High
2102,10,7,8,19.2,8,6,7,5,Low
2103,9,5,7,16.3,9,7,1,6,High
2104,17,9,9,15.7,8,7,4,7,Low
2105,18,9,9,17.4,8,9,6,8,High
2106,19,5,7,11.2,7,6,5,5,Low
2107,15,6,7,12.1,8,7,1,5,Medium
2108,12,8,8,5.1,5,6,9,6,High
2109,5,5,6,7.9,5,6,2,9,Medium
2110,8,6,9,11.6,6,6,5,6,Low
2111,8,7,9,11.8,8,9,6,9,High
2112,5,7,6,5.5,8,5,5,6,High
2113,7,5,6,15.1,7,7,2,9,Medium
2114,11,8,6,6.7,5,6,8,5,High
2115,9,7,9,12.2,9,7,7,6,High
2116,11,6,7,6.3,6,6,2,9,Low
2117,7,5,7,16.6,8,7,6,6,Medium
2118,7,6,8,6.5,9,7,7,7,Low
2119,7,8,7,18.0,9,8,6,8,Medium
2120,14,5,6,7.0,8,7,6,6,High
2121,15,8,6,11.7,5,9,5,8,Medium
2122,9,9,6,17.4,5,8,4,8,High
2123,16,8,6,18.8,5,6,5,6,High
2124,10,7,6,5.1,8,5,1,8,High
2125,8,8,8,17.1,8,7,1,6,High
2126,10,7,6,11.0,8,7,4,5,Low
2127,16,9,8,15.1,5,5,2,9,High
2128,18,9,6,11.1,6,6,5,8,High
2129,14,8,6,13.5,9,7,5,8,Low
2130,12,8,9,14.0,9,6,6,5,High
2131,18,9,8,10.1,7,9,6,8,Medium
2132,5,6,8,19.8,6,6,1,6,Medium
2133,8,5,6,16.3,7,8,6,5,High
2134,14,9,8,13.9,5,7,2,9,Low
2135,11,9,6,15.2,5,6,9,6,Low
2136,16,7,6,16.3,7,7,8,8,High
2137,19,7,9,14.3,5,5,9,6,Medium
2138,16,5,9,14.4,8,8,1,5,Medium
2139,16,9,9,18.4,6,7,3,6,Low
2140,6,7,9,10.2,7,8,4,6,Medium
2141,15,6,6,8.3,8,5,2,6,Medium
2142,9,6,6,5.1,9,8,8,8,Low
2143,11,9,6,15.0,7,5,6,5,Medium
2144,5,5,8,14.8,8,7,7,7,High
2145,18,8,8,15.3,9,8,5,9,High
2146,13,7,9,8.2,8,8,3,9,Medium
2147,7,7,7,6.7,5,8,2,5,High
2148,17,8,7,13.1,6,5,3,5,Low
2149,7,7,7,17.9,6,8,7,5,Medium
2150,5,9,9,7.2,5,8,9,5,High
2151,19,7,8,18.5,5,5,6,6,Low
2152,11,7,6,15.4,5,7,3,5,Low
2153,19,5,8,9.7,7,8,5,6,Low
2154,5,7,8,7.4,7,5,3,7,Low
2155,17,5,9,18.3,5,5,8,7,Medium
2156,10,6,8,18.3,5,6,6,8,Low
2157,12,6,8,9.3,8,7,4,8,Medium
2158,11,6,7,7.8,7,6,9,9,Medium
